driver,race,race_1,race_2,race_3,race_4,last_year_tot,last_year_avg,last_year_std,same_race_last_year,score,year
 Daniel Ricciardo,AUS,,,,,185.0,8.80952380952381,8.675361938380714,15.0,0,2019
 Daniel Ricciardo,BHR,0.0,,,,185.0,8.80952380952381,8.675361938380714,0.0,0,2019
 Daniel Ricciardo,CHN,0.0,0.0,,,185.0,8.80952380952381,8.675361938380714,28.0,9,2019
 Daniel Ricciardo,AZE,9.0,0.0,0.0,,185.0,8.80952380952381,8.675361938380714,0.0,0,2019
 Daniel Ricciardo,ESP,0.0,9.0,0.0,0.0,185.0,8.80952380952381,8.675361938380714,10.0,3,2019
 Daniel Ricciardo,MON,3.0,0.0,9.0,0.0,185.0,8.80952380952381,8.675361938380714,28.0,5,2019
 Daniel Ricciardo,CAN,5.0,3.0,0.0,9.0,185.0,8.80952380952381,8.675361938380714,12.0,11,2019
 Daniel Ricciardo,FRA,11.0,5.0,3.0,0.0,185.0,8.80952380952381,8.675361938380714,12.0,0,2019
 Daniel Ricciardo,AUT,0.0,11.0,5.0,3.0,185.0,8.80952380952381,8.675361938380714,0.0,3,2019
 Daniel Ricciardo,GBR,3.0,0.0,11.0,5.0,185.0,8.80952380952381,8.675361938380714,13.0,9,2019
 Daniel Ricciardo,GER,9.0,3.0,0.0,11.0,185.0,8.80952380952381,8.675361938380714,0.0,0,2019
 Daniel Ricciardo,HUN,0.0,9.0,3.0,0.0,185.0,8.80952380952381,8.675361938380714,15.0,0,2019
 Daniel Ricciardo,BEL,0.0,0.0,9.0,3.0,185.0,8.80952380952381,8.675361938380714,0.0,0,2019
 Daniel Ricciardo,ITA,0.0,0.0,0.0,9.0,185.0,8.80952380952381,8.675361938380714,0.0,15,2019
 Daniel Ricciardo,SIN,15.0,0.0,0.0,0.0,185.0,8.80952380952381,8.675361938380714,8.0,0,2019
 Daniel Ricciardo,RUS,0.0,15.0,0.0,0.0,185.0,8.80952380952381,8.675361938380714,8.0,0,2019
 Daniel Ricciardo,JPN,0.0,0.0,15.0,0.0,185.0,8.80952380952381,8.675361938380714,12.0,-10,2019
 Daniel Ricciardo,MEX,-10.0,0.0,0.0,15.0,185.0,8.80952380952381,8.675361938380714,0.0,7,2019
 Daniel Ricciardo,USA,7.0,-10.0,0.0,0.0,185.0,8.80952380952381,8.675361938380714,0.0,11,2019
 Daniel Ricciardo,BRA,11.0,7.0,-10.0,0.0,185.0,8.80952380952381,8.675361938380714,12.0,11,2019
 Daniel Ricciardo,ABU,11.0,11.0,7.0,-10.0,185.0,8.80952380952381,8.675361938380714,12.0,3,2019
 Sergio Pérez,AUS,,,,,92.0,4.380952380952381,4.914022695065525,3.0,0,2019
 Sergio Pérez,BHR,0.0,,,,92.0,4.380952380952381,4.914022695065525,0.0,4,2019
 Sergio Pérez,CHN,4.0,0.0,,,92.0,4.380952380952381,4.914022695065525,0.0,7,2019
 Sergio Pérez,AZE,7.0,4.0,0.0,,92.0,4.380952380952381,4.914022695065525,18.0,11,2019
 Sergio Pérez,ESP,11.0,7.0,4.0,0.0,92.0,4.380952380952381,4.914022695065525,5.0,3,2019
 Sergio Pérez,MON,3.0,11.0,7.0,4.0,92.0,4.380952380952381,4.914022695065525,0.0,3,2019
 Sergio Pérez,CAN,3.0,3.0,11.0,7.0,92.0,4.380952380952381,4.914022695065525,0.0,0,2019
 Sergio Pérez,FRA,0.0,3.0,3.0,11.0,92.0,4.380952380952381,4.914022695065525,0.0,3,2019
 Sergio Pérez,AUT,3.0,0.0,3.0,3.0,92.0,4.380952380952381,4.914022695065525,6.0,3,2019
 Sergio Pérez,GBR,3.0,3.0,0.0,3.0,92.0,4.380952380952381,4.914022695065525,1.0,0,2019
 Sergio Pérez,GER,0.0,3.0,3.0,0.0,92.0,4.380952380952381,4.914022695065525,9.0,0,2019
 Sergio Pérez,HUN,0.0,0.0,3.0,3.0,92.0,4.380952380952381,4.914022695065525,0.0,3,2019
 Sergio Pérez,BEL,3.0,0.0,0.0,3.0,92.0,4.380952380952381,4.914022695065525,13.0,11,2019
 Sergio Pérez,ITA,11.0,3.0,0.0,0.0,92.0,4.380952380952381,4.914022695065525,6.0,9,2019
 Sergio Pérez,SIN,9.0,11.0,3.0,0.0,92.0,4.380952380952381,4.914022695065525,3.0,0,2019
 Sergio Pérez,RUS,0.0,9.0,11.0,3.0,92.0,4.380952380952381,4.914022695065525,1.0,9,2019
 Sergio Pérez,JPN,9.0,0.0,9.0,11.0,92.0,4.380952380952381,4.914022695065525,9.0,7,2019
 Sergio Pérez,MEX,7.0,9.0,0.0,9.0,92.0,4.380952380952381,4.914022695065525,0.0,9,2019
 Sergio Pérez,USA,9.0,7.0,9.0,0.0,92.0,4.380952380952381,4.914022695065525,7.0,4,2019
 Sergio Pérez,BRA,4.0,9.0,7.0,9.0,92.0,4.380952380952381,4.914022695065525,4.0,5,2019
 Sergio Pérez,ABU,5.0,4.0,9.0,7.0,92.0,4.380952380952381,4.914022695065525,7.0,9,2019
 Lando Norris,AUS,,,,,,,,,3,2019
 Lando Norris,BHR,3.0,,,,,,,,11,2019
 Lando Norris,CHN,11.0,3.0,,,,,,,0,2019
 Lando Norris,AZE,0.0,11.0,3.0,,,,,,4,2019
 Lando Norris,ESP,4.0,0.0,11.0,3.0,,,,,0,2019
 Lando Norris,MON,0.0,4.0,0.0,11.0,,,,,0,2019
 Lando Norris,CAN,0.0,0.0,4.0,0.0,,,,,0,2019
 Lando Norris,FRA,0.0,0.0,0.0,4.0,,,,,2,2019
 Lando Norris,AUT,2.0,0.0,0.0,0.0,,,,,11,2019
 Lando Norris,GBR,11.0,2.0,0.0,0.0,,,,,0,2019
 Lando Norris,GER,0.0,11.0,2.0,0.0,,,,,0,2019
 Lando Norris,HUN,0.0,0.0,11.0,2.0,,,,,2,2019
 Lando Norris,BEL,2.0,0.0,0.0,11.0,,,,,3,2019
 Lando Norris,ITA,3.0,2.0,0.0,0.0,,,,,4,2019
 Lando Norris,SIN,4.0,3.0,2.0,0.0,,,,,9,2019
 Lando Norris,RUS,9.0,4.0,3.0,2.0,,,,,4,2019
 Lando Norris,JPN,4.0,9.0,4.0,3.0,,,,,0,2019
 Lando Norris,MEX,0.0,4.0,9.0,4.0,,,,,0,2019
 Lando Norris,USA,0.0,0.0,4.0,9.0,,,,,9,2019
 Lando Norris,BRA,9.0,0.0,0.0,4.0,,,,,4,2019
 Lando Norris,ABU,4.0,9.0,0.0,0.0,,,,,7,2019
 Kimi Räikkönen,AUS,,,,,278.0,13.238095238095237,7.886093848698238,15.0,7,2019
 Kimi Räikkönen,BHR,7.0,,,,278.0,13.238095238095237,7.886093848698238,0.0,9,2019
 Kimi Räikkönen,CHN,9.0,7.0,,,278.0,13.238095238095237,7.886093848698238,18.0,5,2019
 Kimi Räikkönen,AZE,5.0,9.0,7.0,,278.0,13.238095238095237,7.886093848698238,21.0,4,2019
 Kimi Räikkönen,ESP,4.0,5.0,9.0,7.0,278.0,13.238095238095237,7.886093848698238,0.0,3,2019
 Kimi Räikkönen,MON,3.0,4.0,5.0,9.0,278.0,13.238095238095237,7.886093848698238,12.0,3,2019
 Kimi Räikkönen,CAN,3.0,3.0,4.0,5.0,278.0,13.238095238095237,7.886093848698238,8.0,0,2019
 Kimi Räikkönen,FRA,0.0,3.0,3.0,4.0,278.0,13.238095238095237,7.886093848698238,18.0,9,2019
 Kimi Räikkönen,AUT,9.0,0.0,3.0,3.0,278.0,13.238095238095237,7.886093848698238,21.0,5,2019
 Kimi Räikkönen,GBR,5.0,9.0,0.0,3.0,278.0,13.238095238095237,7.886093848698238,15.0,7,2019
 Kimi Räikkönen,GER,7.0,5.0,9.0,0.0,278.0,13.238095238095237,7.886093848698238,18.0,3,2019
 Kimi Räikkönen,HUN,3.0,7.0,5.0,9.0,278.0,13.238095238095237,7.886093848698238,15.0,9,2019
 Kimi Räikkönen,BEL,9.0,3.0,7.0,5.0,278.0,13.238095238095237,7.886093848698238,0.0,3,2019
 Kimi Räikkönen,ITA,3.0,9.0,3.0,7.0,278.0,13.238095238095237,7.886093848698238,21.0,0,2019
 Kimi Räikkönen,SIN,0.0,3.0,9.0,3.0,278.0,13.238095238095237,7.886093848698238,10.0,0,2019
 Kimi Räikkönen,RUS,0.0,0.0,3.0,9.0,278.0,13.238095238095237,7.886093848698238,12.0,3,2019
 Kimi Räikkönen,JPN,3.0,0.0,0.0,3.0,278.0,13.238095238095237,7.886093848698238,13.0,3,2019
 Kimi Räikkönen,MEX,3.0,3.0,0.0,0.0,278.0,13.238095238095237,7.886093848698238,15.0,0,2019
 Kimi Räikkönen,USA,0.0,3.0,3.0,0.0,278.0,13.238095238095237,7.886093848698238,28.0,3,2019
 Kimi Räikkönen,BRA,3.0,0.0,3.0,3.0,278.0,13.238095238095237,7.886093848698238,18.0,15,2019
 Kimi Räikkönen,ABU,15.0,3.0,0.0,3.0,278.0,13.238095238095237,7.886093848698238,0.0,3,2019
 Daniil Kvyat,AUS,,,,,,,,,4,2019
 Daniil Kvyat,BHR,4.0,,,,,,,,0,2019
 Daniil Kvyat,CHN,0.0,4.0,,,,,,,0,2019
 Daniil Kvyat,AZE,0.0,0.0,4.0,,,,,,0,2019
 Daniil Kvyat,ESP,0.0,0.0,0.0,4.0,,,,,2,2019
 Daniil Kvyat,MON,2.0,0.0,0.0,0.0,,,,,6,2019
 Daniil Kvyat,CAN,6.0,2.0,0.0,0.0,,,,,1,2019
 Daniil Kvyat,FRA,1.0,6.0,2.0,0.0,,,,,0,2019
 Daniil Kvyat,AUT,0.0,1.0,6.0,2.0,,,,,0,2019
 Daniil Kvyat,GBR,0.0,0.0,1.0,6.0,,,,,2,2019
 Daniil Kvyat,GER,2.0,0.0,0.0,1.0,,,,,18,2019
 Daniil Kvyat,HUN,18.0,2.0,0.0,0.0,,,,,0,2019
 Daniil Kvyat,BEL,0.0,18.0,2.0,0.0,,,,,9,2019
 Daniil Kvyat,ITA,9.0,0.0,18.0,2.0,,,,,0,2019
 Daniil Kvyat,SIN,0.0,9.0,0.0,18.0,,,,,0,2019
 Daniil Kvyat,RUS,0.0,0.0,9.0,0.0,,,,,3,2019
 Daniil Kvyat,JPN,3.0,0.0,0.0,9.0,,,,,1,2019
 Daniil Kvyat,MEX,1.0,3.0,0.0,0.0,,,,,0,2019
 Daniil Kvyat,USA,0.0,1.0,3.0,0.0,,,,,3,2019
 Daniil Kvyat,BRA,3.0,0.0,1.0,3.0,,,,,1,2019
 Daniil Kvyat,ABU,1.0,3.0,0.0,1.0,,,,,5,2019
 Nico Hülkenberg,AUS,,,,,99.0,4.714285714285714,5.158903537989998,9.0,9,2019
 Nico Hülkenberg,BHR,9.0,,,,99.0,4.714285714285714,5.158903537989998,11.0,3,2019
 Nico Hülkenberg,CHN,3.0,9.0,,,99.0,4.714285714285714,5.158903537989998,11.0,0,2019
 Nico Hülkenberg,AZE,0.0,3.0,9.0,,99.0,4.714285714285714,5.158903537989998,0.0,3,2019
 Nico Hülkenberg,ESP,3.0,0.0,3.0,9.0,99.0,4.714285714285714,5.158903537989998,0.0,0,2019
 Nico Hülkenberg,MON,0.0,3.0,0.0,3.0,99.0,4.714285714285714,5.158903537989998,7.0,0,2019
 Nico Hülkenberg,CAN,0.0,0.0,3.0,0.0,99.0,4.714285714285714,5.158903537989998,9.0,6,2019
 Nico Hülkenberg,FRA,6.0,0.0,0.0,3.0,99.0,4.714285714285714,5.158903537989998,2.0,7,2019
 Nico Hülkenberg,AUT,7.0,6.0,0.0,0.0,99.0,4.714285714285714,5.158903537989998,0.0,0,2019
 Nico Hülkenberg,GBR,0.0,7.0,6.0,0.0,99.0,4.714285714285714,5.158903537989998,11.0,1,2019
 Nico Hülkenberg,GER,1.0,0.0,7.0,6.0,99.0,4.714285714285714,5.158903537989998,13.0,0,2019
 Nico Hülkenberg,HUN,0.0,1.0,0.0,7.0,99.0,4.714285714285714,5.158903537989998,0.0,3,2019
 Nico Hülkenberg,BEL,3.0,0.0,1.0,0.0,99.0,4.714285714285714,5.158903537989998,0.0,7,2019
 Nico Hülkenberg,ITA,7.0,3.0,0.0,1.0,99.0,4.714285714285714,5.158903537989998,0.0,10,2019
 Nico Hülkenberg,SIN,10.0,7.0,3.0,0.0,99.0,4.714285714285714,5.158903537989998,1.0,5,2019
 Nico Hülkenberg,RUS,5.0,10.0,7.0,3.0,99.0,4.714285714285714,5.158903537989998,3.0,4,2019
 Nico Hülkenberg,JPN,4.0,5.0,10.0,7.0,99.0,4.714285714285714,5.158903537989998,0.0,-10,2019
 Nico Hülkenberg,MEX,-10.0,4.0,5.0,10.0,99.0,4.714285714285714,5.158903537989998,11.0,1,2019
 Nico Hülkenberg,USA,1.0,-10.0,4.0,5.0,99.0,4.714285714285714,5.158903537989998,11.0,2,2019
 Nico Hülkenberg,BRA,2.0,1.0,-10.0,4.0,99.0,4.714285714285714,5.158903537989998,0.0,0,2019
 Nico Hülkenberg,ABU,0.0,2.0,1.0,-10.0,99.0,4.714285714285714,5.158903537989998,0.0,0,2019
 Lance Stroll,AUS,,,,,39.0,1.8571428571428572,2.031888635868469,3.0,5,2019
 Lance Stroll,BHR,5.0,,,,39.0,1.8571428571428572,2.031888635868469,3.0,0,2019
 Lance Stroll,CHN,0.0,5.0,,,39.0,1.8571428571428572,2.031888635868469,3.0,0,2019
 Lance Stroll,AZE,0.0,0.0,5.0,,39.0,1.8571428571428572,2.031888635868469,7.0,2,2019
 Lance Stroll,ESP,2.0,0.0,0.0,5.0,39.0,1.8571428571428572,2.031888635868469,3.0,0,2019
 Lance Stroll,MON,0.0,2.0,0.0,0.0,39.0,1.8571428571428572,2.031888635868469,0.0,0,2019
 Lance Stroll,CAN,0.0,0.0,2.0,0.0,39.0,1.8571428571428572,2.031888635868469,0.0,5,2019
 Lance Stroll,FRA,5.0,0.0,0.0,2.0,39.0,1.8571428571428572,2.031888635868469,0.0,0,2019
 Lance Stroll,AUT,0.0,5.0,0.0,0.0,39.0,1.8571428571428572,2.031888635868469,0.0,0,2019
 Lance Stroll,GBR,0.0,0.0,5.0,0.0,39.0,1.8571428571428572,2.031888635868469,3.0,3,2019
 Lance Stroll,GER,3.0,0.0,0.0,5.0,39.0,1.8571428571428572,2.031888635868469,0.0,15,2019
 Lance Stroll,HUN,15.0,3.0,0.0,0.0,39.0,1.8571428571428572,2.031888635868469,0.0,0,2019
 Lance Stroll,BEL,0.0,15.0,3.0,0.0,39.0,1.8571428571428572,2.031888635868469,0.0,1,2019
 Lance Stroll,ITA,1.0,0.0,15.0,3.0,39.0,1.8571428571428572,2.031888635868469,5.0,0,2019
 Lance Stroll,SIN,0.0,1.0,0.0,15.0,39.0,1.8571428571428572,2.031888635868469,3.0,3,2019
 Lance Stroll,RUS,3.0,0.0,1.0,0.0,39.0,1.8571428571428572,2.031888635868469,3.0,0,2019
 Lance Stroll,JPN,0.0,3.0,0.0,1.0,39.0,1.8571428571428572,2.031888635868469,0.0,2,2019
 Lance Stroll,MEX,2.0,0.0,3.0,0.0,39.0,1.8571428571428572,2.031888635868469,3.0,0,2019
 Lance Stroll,USA,0.0,2.0,0.0,3.0,39.0,1.8571428571428572,2.031888635868469,0.0,0,2019
 Lance Stroll,BRA,0.0,0.0,2.0,0.0,39.0,1.8571428571428572,2.031888635868469,0.0,0,2019
 Lance Stroll,ABU,0.0,0.0,0.0,2.0,39.0,1.8571428571428572,2.031888635868469,3.0,0,2019
 Kevin Magnussen,AUS,,,,,79.0,3.761904761904762,5.204851216939462,0.0,11,2019
 Kevin Magnussen,BHR,11.0,,,,79.0,3.761904761904762,5.204851216939462,13.0,3,2019
 Kevin Magnussen,CHN,3.0,11.0,,,79.0,3.761904761904762,5.204851216939462,4.0,0,2019
 Kevin Magnussen,AZE,0.0,3.0,11.0,,79.0,3.761904761904762,5.204851216939462,3.0,3,2019
 Kevin Magnussen,ESP,3.0,0.0,3.0,11.0,79.0,3.761904761904762,5.204851216939462,11.0,9,2019
 Kevin Magnussen,MON,9.0,3.0,0.0,3.0,79.0,3.761904761904762,5.204851216939462,3.0,0,2019
 Kevin Magnussen,CAN,0.0,9.0,3.0,0.0,79.0,3.761904761904762,5.204851216939462,0.0,0,2019
 Kevin Magnussen,FRA,0.0,0.0,9.0,3.0,79.0,3.761904761904762,5.204851216939462,11.0,3,2019
 Kevin Magnussen,AUT,3.0,0.0,0.0,9.0,79.0,3.761904761904762,5.204851216939462,10.0,0,2019
 Kevin Magnussen,GBR,0.0,3.0,0.0,0.0,79.0,3.761904761904762,5.204851216939462,5.0,0,2019
 Kevin Magnussen,GER,0.0,0.0,3.0,0.0,79.0,3.761904761904762,5.204851216939462,0.0,4,2019
 Kevin Magnussen,HUN,4.0,0.0,0.0,3.0,79.0,3.761904761904762,5.204851216939462,9.0,3,2019
 Kevin Magnussen,BEL,3.0,4.0,0.0,0.0,79.0,3.761904761904762,5.204851216939462,4.0,3,2019
 Kevin Magnussen,ITA,3.0,3.0,4.0,0.0,79.0,3.761904761904762,5.204851216939462,3.0,0,2019
 Kevin Magnussen,SIN,0.0,3.0,3.0,4.0,79.0,3.761904761904762,5.204851216939462,0.0,5,2019
 Kevin Magnussen,RUS,5.0,0.0,3.0,3.0,79.0,3.761904761904762,5.204851216939462,7.0,5,2019
 Kevin Magnussen,JPN,5.0,5.0,0.0,3.0,79.0,3.761904761904762,5.204851216939462,0.0,0,2019
 Kevin Magnussen,MEX,0.0,5.0,5.0,0.0,79.0,3.761904761904762,5.204851216939462,3.0,3,2019
 Kevin Magnussen,USA,3.0,0.0,5.0,5.0,79.0,3.761904761904762,5.204851216939462,-10.0,0,2019
 Kevin Magnussen,BRA,0.0,3.0,0.0,5.0,79.0,3.761904761904762,5.204851216939462,2.0,3,2019
 Kevin Magnussen,ABU,3.0,0.0,3.0,0.0,79.0,3.761904761904762,5.204851216939462,1.0,3,2019
 Antonio Giovinazzi,AUS,,,,,,,,,0,2019
 Antonio Giovinazzi,BHR,0.0,,,,,,,,0,2019
 Antonio Giovinazzi,CHN,0.0,0.0,,,,,,,0,2019
 Antonio Giovinazzi,AZE,0.0,0.0,0.0,,,,,,0,2019
 Antonio Giovinazzi,ESP,0.0,0.0,0.0,0.0,,,,,0,2019
 Antonio Giovinazzi,MON,0.0,0.0,0.0,0.0,,,,,0,2019
 Antonio Giovinazzi,CAN,0.0,0.0,0.0,0.0,,,,,3,2019
 Antonio Giovinazzi,FRA,3.0,0.0,0.0,0.0,,,,,0,2019
 Antonio Giovinazzi,AUT,0.0,3.0,0.0,0.0,,,,,1,2019
 Antonio Giovinazzi,GBR,1.0,0.0,3.0,0.0,,,,,0,2019
 Antonio Giovinazzi,GER,0.0,1.0,0.0,3.0,,,,,0,2019
 Antonio Giovinazzi,HUN,0.0,0.0,1.0,0.0,,,,,0,2019
 Antonio Giovinazzi,BEL,0.0,0.0,0.0,1.0,,,,,0,2019
 Antonio Giovinazzi,ITA,0.0,0.0,0.0,0.0,,,,,5,2019
 Antonio Giovinazzi,SIN,5.0,0.0,0.0,0.0,,,,,4,2019
 Antonio Giovinazzi,RUS,4.0,5.0,0.0,0.0,,,,,0,2019
 Antonio Giovinazzi,JPN,0.0,4.0,5.0,0.0,,,,,0,2019
 Antonio Giovinazzi,MEX,0.0,0.0,4.0,5.0,,,,,3,2019
 Antonio Giovinazzi,USA,3.0,0.0,0.0,4.0,,,,,0,2019
 Antonio Giovinazzi,BRA,0.0,3.0,0.0,0.0,,,,,10,2019
 Antonio Giovinazzi,ABU,10.0,0.0,3.0,0.0,,,,,0,2019
 Romain Grosjean,AUS,,,,,51.0,2.4285714285714284,5.220837371259792,0.0,0,2019
 Romain Grosjean,BHR,0.0,,,,51.0,2.4285714285714284,5.220837371259792,0.0,0,2019
 Romain Grosjean,CHN,0.0,0.0,,,51.0,2.4285714285714284,5.220837371259792,0.0,3,2019
 Romain Grosjean,AZE,3.0,0.0,0.0,,51.0,2.4285714285714284,5.220837371259792,0.0,0,2019
 Romain Grosjean,ESP,0.0,3.0,0.0,0.0,51.0,2.4285714285714284,5.220837371259792,0.0,1,2019
 Romain Grosjean,MON,1.0,0.0,3.0,0.0,51.0,2.4285714285714284,5.220837371259792,0.0,4,2019
 Romain Grosjean,CAN,4.0,1.0,0.0,3.0,51.0,2.4285714285714284,5.220837371259792,3.0,3,2019
 Romain Grosjean,FRA,3.0,4.0,1.0,0.0,51.0,2.4285714285714284,5.220837371259792,0.0,0,2019
 Romain Grosjean,AUT,0.0,3.0,4.0,1.0,51.0,2.4285714285714284,5.220837371259792,15.0,3,2019
 Romain Grosjean,GBR,3.0,0.0,3.0,4.0,51.0,2.4285714285714284,5.220837371259792,0.0,0,2019
 Romain Grosjean,GER,0.0,3.0,0.0,3.0,51.0,2.4285714285714284,5.220837371259792,11.0,9,2019
 Romain Grosjean,HUN,9.0,0.0,3.0,0.0,51.0,2.4285714285714284,5.220837371259792,1.0,0,2019
 Romain Grosjean,BEL,0.0,9.0,0.0,3.0,51.0,2.4285714285714284,5.220837371259792,9.0,0,2019
 Romain Grosjean,ITA,0.0,0.0,9.0,0.0,51.0,2.4285714285714284,5.220837371259792,-10.0,3,2019
 Romain Grosjean,SIN,3.0,0.0,0.0,9.0,51.0,2.4285714285714284,5.220837371259792,3.0,3,2019
 Romain Grosjean,RUS,3.0,3.0,0.0,0.0,51.0,2.4285714285714284,5.220837371259792,0.0,0,2019
 Romain Grosjean,JPN,0.0,3.0,3.0,0.0,51.0,2.4285714285714284,5.220837371259792,7.0,3,2019
 Romain Grosjean,MEX,3.0,0.0,3.0,3.0,51.0,2.4285714285714284,5.220837371259792,0.0,0,2019
 Romain Grosjean,USA,0.0,3.0,0.0,3.0,51.0,2.4285714285714284,5.220837371259792,0.0,3,2019
 Romain Grosjean,BRA,3.0,0.0,3.0,0.0,51.0,2.4285714285714284,5.220837371259792,7.0,0,2019
 Romain Grosjean,ABU,0.0,3.0,0.0,3.0,51.0,2.4285714285714284,5.220837371259792,5.0,0,2019
 Robert Kubica,AUS,,,,,,,,,0,2019
 Robert Kubica,BHR,0.0,,,,,,,,0,2019
 Robert Kubica,CHN,0.0,0.0,,,,,,,0,2019
 Robert Kubica,AZE,0.0,0.0,0.0,,,,,,0,2019
 Robert Kubica,ESP,0.0,0.0,0.0,0.0,,,,,0,2019
 Robert Kubica,MON,0.0,0.0,0.0,0.0,,,,,0,2019
 Robert Kubica,CAN,0.0,0.0,0.0,0.0,,,,,0,2019
 Robert Kubica,FRA,0.0,0.0,0.0,0.0,,,,,3,2019
 Robert Kubica,AUT,3.0,0.0,0.0,0.0,,,,,0,2019
 Robert Kubica,GBR,0.0,3.0,0.0,0.0,,,,,0,2019
 Robert Kubica,GER,0.0,0.0,3.0,0.0,,,,,4,2019
 Robert Kubica,HUN,4.0,0.0,0.0,3.0,,,,,0,2019
 Robert Kubica,BEL,0.0,4.0,0.0,0.0,,,,,0,2019
 Robert Kubica,ITA,0.0,0.0,4.0,0.0,,,,,0,2019
 Robert Kubica,SIN,0.0,0.0,0.0,4.0,,,,,3,2019
 Robert Kubica,RUS,3.0,0.0,0.0,0.0,,,,,0,2019
 Robert Kubica,JPN,0.0,3.0,0.0,0.0,,,,,0,2019
 Robert Kubica,MEX,0.0,0.0,3.0,0.0,,,,,0,2019
 Robert Kubica,USA,0.0,0.0,0.0,3.0,,,,,0,2019
 Robert Kubica,BRA,0.0,0.0,0.0,0.0,,,,,0,2019
 Robert Kubica,ABU,0.0,0.0,0.0,0.0,,,,,0,2019
 George Russell,AUS,,,,,,,,,3,2019
 George Russell,BHR,3.0,,,,,,,,3,2019
 George Russell,CHN,3.0,3.0,,,,,,,3,2019
 George Russell,AZE,3.0,3.0,3.0,,,,,,3,2019
 George Russell,ESP,3.0,3.0,3.0,3.0,,,,,3,2019
 George Russell,MON,3.0,3.0,3.0,3.0,,,,,3,2019
 George Russell,CAN,3.0,3.0,3.0,3.0,,,,,3,2019
 George Russell,FRA,3.0,3.0,3.0,3.0,,,,,0,2019
 George Russell,AUT,0.0,3.0,3.0,3.0,,,,,3,2019
 George Russell,GBR,3.0,0.0,3.0,3.0,,,,,3,2019
 George Russell,GER,3.0,3.0,0.0,3.0,,,,,0,2019
 George Russell,HUN,0.0,3.0,3.0,0.0,,,,,3,2019
 George Russell,BEL,3.0,0.0,3.0,3.0,,,,,3,2019
 George Russell,ITA,3.0,3.0,0.0,3.0,,,,,3,2019
 George Russell,SIN,3.0,3.0,3.0,0.0,,,,,0,2019
 George Russell,RUS,0.0,3.0,3.0,3.0,,,,,0,2019
 George Russell,JPN,0.0,0.0,3.0,3.0,,,,,3,2019
 George Russell,MEX,3.0,0.0,0.0,3.0,,,,,3,2019
 George Russell,USA,3.0,3.0,0.0,0.0,,,,,3,2019
 George Russell,BRA,3.0,3.0,3.0,0.0,,,,,3,2019
 George Russell,ABU,3.0,3.0,3.0,3.0,,,,,3,2019
 Lewis Hamilton,AUT,,,,,532.0,25.333333333333332,9.35592503889024,10.0,12,2020
 Lewis Hamilton,STY,12.0,,,,532.0,25.333333333333332,9.35592503889024,,38,2020
 Lewis Hamilton,HUN,38.0,12.0,,,532.0,25.333333333333332,9.35592503889024,28.0,43,2020
 Lewis Hamilton,GBR,43.0,38.0,12.0,,532.0,25.333333333333332,9.35592503889024,33.0,38,2020
 Lewis Hamilton,70A,38.0,43.0,38.0,12.0,532.0,25.333333333333332,9.35592503889024,,26,2020
 Lewis Hamilton,ESP,26.0,38.0,43.0,38.0,532.0,25.333333333333332,9.35592503889024,33.0,38,2020
 Lewis Hamilton,BEL,38.0,26.0,38.0,43.0,532.0,25.333333333333332,9.35592503889024,21.0,38,2020
 Lewis Hamilton,ITA,38.0,38.0,26.0,38.0,532.0,25.333333333333332,9.35592503889024,20.0,21,2020
 Lewis Hamilton,TUS,21.0,38.0,38.0,26.0,532.0,25.333333333333332,9.35592503889024,,43,2020
 Lewis Hamilton,RUS,43.0,21.0,38.0,38.0,532.0,25.333333333333332,9.35592503889024,33.0,25,2020
 Lewis Hamilton,EIF,25.0,43.0,21.0,38.0,532.0,25.333333333333332,9.35592503889024,,28,2020
 Lewis Hamilton,POR,28.0,25.0,43.0,21.0,532.0,25.333333333333332,9.35592503889024,,43,2020
 Lewis Hamilton,EMI,43.0,28.0,25.0,43.0,532.0,25.333333333333332,9.35592503889024,,33,2020
 Lewis Hamilton,TUR,33.0,43.0,28.0,25.0,532.0,25.333333333333332,9.35592503889024,,28,2020
 Lewis Hamilton,BHR,28.0,33.0,43.0,28.0,532.0,25.333333333333332,9.35592503889024,28.0,38,2020
 Lewis Hamilton,SKH,38.0,28.0,33.0,43.0,532.0,25.333333333333332,9.35592503889024,,0,2020
 Lewis Hamilton,ABU,0.0,38.0,28.0,33.0,532.0,25.333333333333332,9.35592503889024,43.0,15,2020
 Valtteri Bottas,AUT,,,,,402.0,19.142857142857142,10.905437699999547,18.0,38,2020
 Valtteri Bottas,STY,38.0,,,,402.0,19.142857142857142,10.905437699999547,,18,2020
 Valtteri Bottas,HUN,18.0,38.0,,,402.0,19.142857142857142,10.905437699999547,4.0,15,2020
 Valtteri Bottas,GBR,15.0,18.0,38.0,,402.0,19.142857142857142,10.905437699999547,28.0,0,2020
 Valtteri Bottas,70A,0.0,15.0,18.0,38.0,402.0,19.142857142857142,10.905437699999547,,25,2020
 Valtteri Bottas,ESP,25.0,0.0,15.0,18.0,402.0,19.142857142857142,10.905437699999547,28.0,20,2020
 Valtteri Bottas,BEL,20.0,25.0,0.0,15.0,402.0,19.142857142857142,10.905437699999547,15.0,18,2020
 Valtteri Bottas,ITA,18.0,20.0,25.0,0.0,402.0,19.142857142857142,10.905437699999547,21.0,13,2020
